icao,iata,name,city,country,lat,lon,airport_type
52S,,St Ignatius Airport,St Ignatius,US,47.325007,-114.08098,small_airport
52TA,,Red Wing Airport,Trenton,US,33.4640007019043,-96.35030364990234,small_airport
52TE,,Robinson Ranch Airport,Junction,US,30.52596,-99.52033,small_airport
52TS,,Fall Creek Air Ranch STOLport,Spicewood,US,30.418500900268555,-98.16280364990234,small_airport
52TX,,Hercules Marine Services Corp Heliport,Freeport,US,28.966099,-95.290063,closed
52U,,Weatherby US Forest Service Airport,Atlanta,US,43.8249015808,-115.332000732,small_airport
52VA,,Ibm Building 250 Heliport,Manassas,US,38.75979995727539,-77.50640106201172,heliport
52WA,,Honn Farm Airport,Benge,US,46.93137,-117.97834,small_airport
52WI,,John's Field,Athens,US,45.159644,-90.057389,small_airport
52WT,,Galt's Gulch Airport,Touchet,US,46.022811,-118.543843,small_airport
52XA,,Klinkerman Airport,Wichita Falls,US,34.048544,-98.426994,small_airport
52XS,,Clear Lake Regional Medical Center Heliport,Webster,US,29.541409,-95.128648,heliport
52Y,,Remer Municipal Airport,Remer,US,47.06800079345703,-93.91410064697266,small_airport
52Z,,Summit Lake Seaplane Base,Moose Pass,US,60.6411018371582,-149.4969940185547,seaplane_base
53AK,,Lakewood Airstrip,Sterling,US,60.533749,-150.856597,small_airport
53AR,,Mercy Hospital Northwest Arkansas Heliport,Rogers,US,36.308447,-94.184225,heliport
53CA,,Hummingbird Nest Heliport,Simi Valley,US,34.281898498535156,-118.65499877929688,heliport
53CL,,Lofty Redwoods Airport,Anchor Bay,US,38.85960006713867,-123.59100341796875,small_airport
53CN,,Thayer Aviation Airport,Grimes,US,39.074902,-121.917999,small_airport
53CO,,Rons Field,Two Buttes,US,37.5531005859375,-102.39199829101562,small_airport
53FA,,Pasco Sheriff's Office Heliport,Land o ' Lakes,US,28.308027,-82.48688,heliport
53FD,,Charlotte's Field,Tallahassee,US,30.477500915527344,-84.03469848632812,small_airport
53FL,,University of Florida Heliport,Gainesville,US,29.643381,-82.353599,heliport
53GA,,Dawson Field,Rome,US,34.167801,-85.258598,small_airport
53IA,,Tama Airport,Tama,US,41.95000076293945,-92.57659912109375,small_airport
53II,,Steinman Airport,Woodburn,US,41.073101,-84.840797,small_airport
53IN,,Hartman Farms Field,Kokomo,US,40.521400451660156,-86.21499633789062,small_airport
53IS,,Franklin Hospital Heliport,Benton,US,38.0093994140625,-88.9186019897461,heliport
53K,,Osage City Municipal Airport,Osage City,US,38.633534,-95.801848,small_airport
53KS,,Weaver Ranch Airport,Hesston,US,38.108299255371094,-97.43280029296875,small_airport
53LA,,Shell Central Facilities Seaplane Base,Venice,US,29.057199,-89.302803,closed
53MI,,Huron Valley Sinai Hospital Heliport,Commerce,US,42.59389877319336,-83.49919891357422,heliport
53MN,,Radloff's Cedar View Farms Airport,Lyle,US,43.5458984375,-93.02660369873047,small_airport
53MO,,Help Heliport,Zalma,US,37.152000427246094,-90.0708999633789,heliport
53MT,,Pass Creek Airport,Belgrade,US,45.986548,-111.117296,small_airport
53NC,,Mynatt Field,Orrum,US,34.378721,-79.079343,small_airport
53ND,,R. Leep Strip,Hurdsfield,US,47.548099517822266,-99.94709777832031,small_airport
53NE,,Starns Brothers Airport,Ashland,US,41.08140182495117,-96.40339660644531,small_airport
53NH,,Meredith Bay Seaplane Base,Meredith,US,43.651658,-71.482614,seaplane_base
53NJ,,Germania Heliport,Egg Harbor City,US,39.49039840698242,-74.60679626464844,heliport
53NR,,Barker Private STOL Airport,Asheville,US,35.647083,-82.66875,small_airport
53NV,,Battle Mountain EMS Heliport,Battle Mountain,US,40.641031,-116.940891,heliport
53NY,,Smiths Land Base Airport,Honeoye Falls,US,42.95840072631836,-77.61579895019531,small_airport
53OH,,Charloe Airport,Paulding,US,41.134498596191406,-84.45079803466797,small_airport
53OI,,MetroHealth Medical Center Heliport,Cleveland,US,41.460678,-81.698715,heliport
53OK,,Thompson Private Airport,Tuttle,US,35.24284,-97.76384,small_airport
53OR,,Providence Saint Vincent Medical Center Heliport,Beaverton,US,45.510905,-122.774102,heliport
53PA,,Ritz 2 Heliport,Mifflinburg,US,40.92060089111328,-76.99140167236328,heliport
53PN,,S W Jack Heliport,Indiana,US,40.63010025024414,-79.11360168457031,heliport
53TE,,Christus Santa Rosa Westover Hills Heliport,San Antonio,US,29.467591,-98.69533,heliport
53TN,,Fort Sanders Regional Medical Center Helipad,Knoxville,US,35.957626,-83.936203,heliport
53U,,Ferndale Airfield,Bigfork,US,48.061045,-114.001377,small_airport
53VA,,Horse Feathers Airport,Midland,US,38.63399887084961,-77.75749969482422,small_airport
53VG,,The Salmon Farm Airport (Pvt),Painter,US,37.6138889,-75.8011111,small_airport
53W,,Woodruff Lake Airport,Winn,US,43.554500579833984,-84.97889709472656,small_airport
53WI,,Moose Creek Farm Airport,Argyle,US,42.698101,-89.786796,small_airport
53WT,,Forks Community Hospital Heliport,Forks,US,47.946442,-124.393664,heliport
53XS,,Kornegay Private Airport,San Benito,US,26.148399353027344,-97.5916976928711,small_airport
54AK,,Kalmbach Lake Seaplane Base,Wasilla,US,61.60710144042969,-149.57400512695312,seaplane_base
54AL,,Belforest Field,Daphne,US,30.597517,-87.821419,small_airport
54AR,,Winfield Airpark,Altus,US,35.392856,-93.758706,small_airport
54AZ,,Somerton Airport,Somerton,US,32.60247,-114.667482,small_airport
54CL,,Lake Riverside Estates Airport,Anza,US,33.52090072631836,-116.7969970703125,small_airport
54CN,,Akin Airport,Placerville,US,38.754101,-120.899002,small_airport
54CO,,The Memorial Hospital Heliport,Craig,US,40.519239,-107.579708,heliport
54FA,,Cleveland Clinic Heliport,Weston,US,26.084148,-80.367399,heliport
54FL,,Teco Plaza Heliport,Tampa,US,27.94969940185547,-82.46009826660156,heliport
54GA,,Deerfield Landing Airport,Hampton,US,33.464298248291016,-84.26830291748047,small_airport
54II,,Caldwell Field,Bunker Hill,US,40.6245002746582,-86.1552963256836,small_airport
54IL,,Rothrock Airport,Streator,US,41.126271,-88.801848,small_airport
54IN,,Methodist Hospital Nr 2 Heliport,Indianapolis,US,39.789364,-86.162171,heliport
54IS,,Zea Mays Field,Ohio,US,41.52669906616211,-89.41809844970703,small_airport
54KS,,Michael Airport,Wellsville,US,38.802799224853516,-95.11270141601562,small_airport
54KY,,Rudenberg Field,Murray,US,36.731098,-88.2472,small_airport
54LL,,Memorial Medical Center - Springfield Heliport,Springfield,US,39.8097991943,-89.65509796139999,heliport
54M,,Wolf River Airport,Rossville,US,35.054001,-89.580002,small_airport
54ME,,Cliff Dow Airport,New Gloucester,US,43.949444,-70.320278,small_airport
54MI,,Pingston Aeroworks Airport,Bryon,US,42.810298919677734,-84.08309936523438,small_airport
54MS,,Tufton Spring Farm Heliport,Michigan City,US,34.959842,-89.245629,heliport
54MU,,Brown Field,Skidmore,US,40.300433,-95.112169,small_airport
54NC,,Dillard Airport,Winfall,US,36.23939895629883,-76.41719818115234,small_airport
54NH,,Flying Ridge Heliport,Center Harbor,US,43.691881,-71.490959,heliport
54NJ,,Highlands Seaplane Base,Highlands,US,40.41680145263672,-73.99960327148438,seaplane_base
54NR,,Bethany Airport,Reidsville,US,36.312909,-79.82854,small_airport
54OH,,Buehler Airport,Paulding,US,41.1234016418457,-84.6176986694336,small_airport
54OI,,Community Hospital Heliport,Coldwater,US,40.48030090332031,-83.63849639892578,heliport
54OK,,Ambassador Ultralightport,Mounds,US,35.86949920654297,-96.03500366210938,small_airport
54OR,,St Charles Medical Center Heliport,Bend,US,44.067101,-121.268997,heliport
54PA,,Pine Bottom Heliport,Martinsburg,US,40.23619842529297,-78.3052978515625,heliport
54PN,,Forbes Regional Health Center Heliport,Monroeville,US,40.42729949951172,-79.74749755859375,heliport
54TA,,George P Shanks Airport,Waxahachie,US,32.29970169067383,-96.87329864501953,small_airport
54TN,,Argonaut Airstrip,Collierville,US,35.013056,-89.721944,small_airport
54TS,,J Bar WC Ranch Airport,Anson,US,32.811199,-99.851799,small_airport
54TX,,Flying H Ranch Airport,Kingsland,US,30.677400588989258,-98.52529907226562,small_airport
54U,,Big Creek Heliport,Big Creek,US,45.133201599121094,-115.31800079345703,heliport
54UT,,Ogden Regional Medical Center Heliport,Washington Terrace,US,41.164368,-111.972178,heliport
54VA,,Riverside Hospital Heliport,Newport News,US,37.065399169921875,-76.48380279541016,heliport
54VT,,Renaud Heliport,Vernon,US,42.741097,-72.515141,heliport
54W,,Albany Airport,Albany,US,42.717368,-89.423935,small_airport
54WA,,Tukwila Operations Center Heliport,Tukwila,US,47.439300537109375,-122.24800109863281,heliport
54WI,,Flyplassen Airport,Woodville,US,44.96382,-92.29523,small_airport
54XA,,Flaherty Airport,Valley View,US,33.48931,-97.20168,small_airport
54XS,,Bar C Ranch Airport,Del Rio,US,29.944988,-100.686307,small_airport
55AK,,Lawrence Airstrip,Wasilla,US,61.49580001831055,-149.69900512695312,small_airport
55AL,,Coosa Valley Landing Zone Heliport,Sylacauga,US,33.166547,-86.255355,heliport
55AZ,,Potters Field,Stanfield,US,32.874019,-111.959395,small_airport
55CN,,Sunset-Glendale Heliport,Los Angeles,US,34.07780075073242,-118.26000213623047,heliport
55CO,,Elizabeth Emergency Heliport,Elizabeth,US,39.36249923706055,-104.5999984741211,heliport
55FD,,Dotson Airport,Baker,US,30.818500518798828,-86.68800354003906,small_airport
55FL,,The Murphy Company Heliport,West Palm Beach,US,26.687525,-80.056997,closed
55G,,Arnold Field,Croswell,US,43.29748,-82.607703,small_airport
55GA,,Northside Hospital Gwinnett Heliport,Lawrenceville,US,33.963522,-84.018293,heliport
55GE,,Rostex Airport,Crandall,US,34.979764,-84.741926,small_airport
55H,,Atlanta Airport,Atlanta,US,43.810418,-115.134144,small_airport
55ID,,Spear Valley Airport,Sandpoint,US,48.37956,-116.484781,small_airport
55II,,Johnson Memorial Hospital Heliport,Franklin,US,39.47999954223633,-86.07779693603516,heliport
55KS,,Ringneck Ranch Airport,Tipton,US,39.300435,-98.45835,small_airport
55LA,,L&L Sandblasting Heliport,Eunice,US,30.491600036621,-92.44539642334,heliport
55LL,,Sky Soaring Airport,Union,US,42.15420150756836,-88.5114974975586,small_airport
55ME,,HIghland View Field,Searsmont,US,44.318056,-69.138333,small_airport
55MN,,Conley Field,Mora,US,45.835201263427734,-93.33550262451172,small_airport
55MO,,Tightsqueeze Field,Jonesburg,US,38.87229919433594,-91.26020050048828,small_airport
55MT,,Elk Meadow Airstrip,Hamilton,US,46.231121,-114.199013,small_airport
55NC,,Lenoir Memorial Hospital Heliport,Kinston,US,35.28969955444336,-77.58419799804688,heliport
55ND,,Pete's Port Airport,Killdeer,US,47.35559844970703,-102.71099853515625,small_airport
55NE,,Bergan Mercy Hospital Heliport,Omaha,US,41.2406005859375,-96.02950286865234,heliport
55NH,,Oxbow Heliport,Piermont,US,44.008028,-72.089611,heliport
55NK,,Unity Hospital Helipad,Rochester,US,43.192913,-77.703152,heliport
55NM,,"Burris Ranch #1 Airport",Belen,US,34.48735,-106.619225,small_airport
55NR,,Fivepoints Field,Oakboro,US,35.213993,-80.29444,small_airport
55NV,,Pruitt Aviation Heliport,Elko,US,40.742084,-115.494396,heliport
55NY,,Ridgeview Airport,Jamestown,US,42.082456,-79.312096,small_airport
55OH,,Donn Heliport,Westlake,US,41.475899,-81.950699,closed
55OI,,Aero Flight Center Airport,East Palestine,US,40.858699798583984,-80.5353012084961,small_airport
55OK,,Gilstrap Field,Inola,US,36.2239990234,-95.5783004761,small_airport
55OL,,Higley Field,Guthrie,US,35.780431,-97.568392,small_airport
55OR,,Muddy Creek Airport,Corvallis,US,44.43600082397461,-123.30799865722656,small_airport
55PA,,Sency Airport,Treskow,US,40.895599365234375,-75.94409942626953,small_airport
55S,,Packwood Airport,Packwood,US,46.604198,-121.678001,small_airport
55T,,Eagles Aerodrome,Panhandle,US,35.21421,-101.410847,small_airport
55TA,,Conroe Regional Medical Center Heliport,Conroe,US,30.285218,-95.46762,heliport
55TN,,Ft Loudon Medical Center Heliport,Lenoir City,US,35.82609939575195,-84.27079772949219,heliport
55TX,,Stonecipher Airport,Beaumont,US,30.111462,-94.258103,small_airport
55UT,,Shipley Field,Tremonton,US,41.672664,-112.181994,small_airport
55VA,,Giles Memorial Hospital Heliport,Pearisburg,US,37.322186,-80.723133,heliport
55WA,,Wilkinson Ranch Airport,Yakima,US,46.53015,-120.74685,small_airport
55WI,,Cranmoor Airstrip,Nekoosa,US,44.31800079345703,-89.96869659423828,small_airport
55XA,,1101 East Blvd Deer Park Heliport,Deer Park,US,29.702772,-95.101638,heliport
55XS,,Frontier Airport,Brackettville,US,29.1663,-100.417999,small_airport
56AK,,Bechtol Field,Wasilla,US,61.57500076293945,-149.6060028076172,small_airport
56AL,,Beechwood Airpark,Athens,US,34.772778,-87.174583,small_airport
56AR,,Little Rock Police DepartmentHeliport,Little Rock,US,34.640861,-92.304221,heliport
56AZ,,Mauldin Airstrip,Tonopah,US,33.482422,-113.001729,small_airport
56CL,,Morris Ag Air SW Airport,Blythe,US,33.591726,-114.605663,small_airport
56CO,,Animas Air Park,Durango,US,37.203098,-107.867996,heliport
56FD,,North American Farms Airport,Malone,US,30.9646,-85.069397,small_airport
56FL,,Buchanan Airport,Jay,US,30.875999450683594,-87.2074966430664,small_airport
56G,,Indian Creek Ranch Airport,Deckerville,US,43.577701568603516,-82.64759826660156,small_airport
56GA,,Kennestone Heliport,Marietta,US,33.96760177612305,-84.5510025024414,heliport
56II,,Adams County Memorial Hospital Heliport,Decatur,US,40.815551,-84.913743,heliport
56IL,,Lee Creek Airport,Caledonia,US,42.462161,-88.875082,small_airport
56IN,,Casad Industrial Park Airport,New Haven,US,41.077799,-84.940453,small_airport
56IS,,Liannimal's Landing,Thomasboro,US,40.243215,-88.083991,small_airport
56KS,,Robinson Heliport,Garden City,US,37.97719955444336,-100.84500122070312,heliport
56KY,,Twin Lakes Regional Medical Center Heliport,Leitchfield,US,37.471900939941406,-86.28780364990234,heliport
56LA,,Old Hickory Ranch Airport,Keithville,US,32.345298767089844,-93.81829833984375,small_airport
56LL,,Wade Airport,Waterman,US,41.755001068115234,-88.77120208740234,small_airport
56ME,,Russell Field,Easton,US,46.626398,-67.843934,small_airport
56MI,,Beaumont Dearborn Heliport,Dearborn,US,42.28992,-83.215767,heliport
56MN,,Lothert's Farm Strip,Morton,US,44.64550018310547,-94.9614028930664,small_airport
56MU,,Lester E Cox Medical Center South Heliport,Springfield,US,37.144563,-93.280381,heliport
56NC,,Wheat Field,Tryon,US,35.20669937133789,-82.03189849853516,small_airport
56NE,,Noble Field,Ravenna,US,41.032798767089844,-98.81199645996094,small_airport
56NH,,Therriaults Landing Airport,Middleton,US,43.481111,-71.056861,small_airport
56NJ,,Blue Jay Heliport,Mount Holly,US,40.00680160522461,-74.8635025024414,heliport
56NK,,Buffalo General Hospital Heliport,Buffalo,US,42.901116,-78.866489,heliport
56NY,,Maynard's Airport,Kendall,US,43.324857,-78.051548,small_airport
56OG,,Horn Airport,Stayton,US,44.771858,-122.727628,small_airport
56OH,,Richey Airport,Petersburg,US,40.90729904174805,-80.55149841308594,small_airport
56OI,,Double S Farms Airport,Kipton,US,41.20560073852539,-82.331298828125,small_airport
56OK,,L D Airport,Mc Loud,US,35.45840072631836,-97.06700134277344,small_airport
56OR,,Mount Hood Medical Center Heliport,Gresham,US,45.515936687,-122.406449318,heliport
56PA,,Hoge Farm Airport,Tinicum,US,40.46950149536133,-75.08209991455078,small_airport
56PN,,Atlantic Refining & Marketing Corp Heliport,Philadelphia,US,39.9197998046875,-75.19660186767578,heliport
56S,,Seaside Municipal Airport,Seaside,US,46.01649857,-123.9049988,small_airport
56TA,,Dallas/Fort Worth Medical Center Heliport,Grand Prairie,US,32.73210144042969,-97.04889678955078,heliport
56TE,,Air Evac Lifeteam Base 57 Heliport,Eagle Pass,US,28.71335,-100.453981,heliport
56TN,,THP District 1 Headquarters Heliport,Knoxville,US,35.997034,-83.784862,heliport
56TS,,Elgin Intracontinental Airport,Elgin,US,30.333807,-97.350454,small_airport
56TX,,Anchorage Farm Field,Warrenton,US,30.0093994140625,-96.7593994140625,small_airport
56VA,,Virginia Beach Municipal Heliport,Virginia Beach,US,36.750999450683594,-76.05829620361328,heliport
56WA,,Tri-State Hospital EMS Heliport,Clarkston,US,46.402096,-117.055574,heliport
56WI,,Jaks Field,Mosinee,US,44.773458,-89.590824,small_airport
56WV,,Cheat River Island Airport,Rowlesburg,US,39.325796,-79.661684,small_airport
56XA,,Texas Health Huguley Hospital Heliport,Fort Worth,US,32.587619,-97.318477,heliport
57A,TKI,Tokeen Seaplane Base,Tokeen,US,55.937099,-133.326996,seaplane_base
57AL,,Baswell Airport,Loxley,US,30.6532,-87.723701,small_airport
57AZ,,La Cholla Airpark,Oro Valley,US,32.446633,-111.002898,small_airport
57B,,Islesboro Airport,Islesboro,US,44.302502,-68.910599,small_airport
57CL,,Boron Airstrip,Boron,US,35.001441,-117.61035,small_airport
57CN,,Van Vleck Airport,Rancho Murieta,US,38.46910095214844,-121.07499694824219,small_airport
57D,,Ray Community Airport,Ray,US,42.73749923706055,-82.89019775390625,small_airport
57FA,,Lake X Airport,St Cloud,US,28.208599090576172,-81.11920166015625,small_airport
57GA,,Blue Ridge Skyport Airport,Blue Ridge,US,34.86309814453125,-84.393798828125,small_airport
57II,,Reimer Aerodrome,Jamestown,US,39.964199,-86.567497,small_airport
57IN,,IU Health Bedford Hospital Heliport,Bedford,US,38.858149,-86.512656,heliport
57IS,,Dozier Airport,Fairfield,US,38.31669998168945,-88.27230072021484,small_airport
57KS,,Get Away Runway,Emmett,US,39.315047,-95.993467,small_airport
57KY,,Belcher Regional Airport,Belcher,US,37.36940002441406,-82.32420349121094,small_airport
57LA,,Acadia Saint Landry Hospital Heliport,Church Point,US,30.395147,-92.210568,heliport
57LS,,Prairie Creek Airport,Leesville,US,31.205025,-93.277166,small_airport
57MA,,Nantucket Cottage Hospital Helipad,Nantucket,US,41.275778,-70.101833,heliport
57MD,,St Michaels Seaplane Base,St Michaels,US,38.790278,-76.205833,seaplane_base
57ME,,Dyer's Landing Airport,Fryeburg,US,43.91780090332031,-70.85440063476562,small_airport
57MN,,Namakan Seaplane Base,Ray,US,48.40679931640625,-92.66680145263672,seaplane_base
57MT,,Flying K Field,Hamilton,US,46.201911,-114.083029,small_airport
57NC,,Sossamon Field (Unused),Bryson City,US,35.426498,-83.458199,small_airport
57ND,,Odegaard Airport,Kindred,US,46.610507,-97.060487,small_airport
57NE,,Cole Memorial Airport,Merriman,US,42.924293,-101.693657,small_airport
57NH,,Berry Pond Heliport,Moultonborough,US,43.763025,-71.389231,heliport
57NJ,,Barnegat Bay Marina Heliport,Brick,US,40.040889,-74.061972,heliport
57NM,,Monte Prieto Ranch Airport,Claunch,US,34.08869934082031,-106.11900329589844,small_airport
57NY,,Athens Emergency Med-Evac Heliport,Athens,US,42.287326,-73.844937,heliport
57OI,,Logan's Chance Airport,Lawrenceville,US,39.996700286865234,-83.85469818115234,small_airport
57OK,,Atoka Memorial Hospital Heliport,Atoka,US,34.371787,-96.140778,heliport
57SC,,"MUSC Health, Sea Island Heliport",Kiawah Island,US,32.604511,-80.151158,heliport
57TE,,Prade Ranch Airport,Leakey,US,29.938955,-99.783153,small_airport
57TN,,Cumberland County Hospital Heliport,Crossville,US,35.941947,-85.019536,heliport
57TS,,Coker Hill Heliport,Kennedale,US,32.64459991455078,-97.19139862060547,heliport
57VG,,Bon Secours Ashland FSED Heliport,Ashland,US,37.720242,-77.452931,heliport
57VT,,Porter Medical Center Heliport,Middlebury,US,44.001713,-73.167958,heliport
57WI,,Aurora Valley View Medical Center Heliport,Plymouth,US,43.74440002441406,-87.9677963256836,heliport
57XA,,Ausmus Airport,New Braunfels,US,29.858228,-98.11526,small_airport
58A,,Tolsona Lake Seaplane Base,Tolsona Lake,US,62.1134,-146.041,seaplane_base
58AK,,Fairview East Airport,Wasilla,US,61.5526008605957,-149.33999633789062,small_airport
58AR,,Sugar Creek Airport,Bentonville,US,36.405833,-94.175277,small_airport
58AZ,,Chapman Ranch Airstrip,Young,US,34.093611,-110.932778,small_airport
58C,,Jana Airport,Edgerton,US,42.872798919677734,-89.07569885253906,small_airport
58CA,,Jay Stephen Hooper Memorial Heliport,Los Angeles,US,34.054500579833984,-118.22899627685547,heliport
58CL,,Borrego Air Ranch Airport,Borrego Springs,US,33.1917,-116.276001,small_airport
58CN,,Jackson Lake Heliport,Jackson Lake,US,39.462398529052734,-120.56600189208984,heliport
58CO,,Purgatory Nr One Heliport,Durango,US,37.627201080322266,-107.80400085449219,heliport
58FA,,Saint Joseph's Hospital South Heliport,Riverview,US,27.786979,-82.345764,heliport
58FD,,Southerly Airport,Dundee,US,28.01420021057129,-81.54060363769531,small_airport
58FL,,AIM Heliport,Boca Raton,US,26.415227,-80.183416,heliport
58GA,,Washington County Regional Medical Center Heliport,Sandersville,US,32.997898101800004,-82.8046035767,heliport
58II,,Eagles Nest Airport,Boggstown,US,39.520901,-85.899544,small_airport
58IL,,Spangler Airport,Manteno,US,41.240254,-87.857666,small_airport
58IN,,Hilltop Airport,Spencerville,US,41.258399963378906,-84.86389923095703,small_airport
58IS,,Va Medical Center Heliport,Marion,US,37.72370147705078,-88.95700073242188,heliport
58J,,Huggins Memorial Airport,Timmonsville,US,34.137699127197266,-79.92060089111328,small_airport
58KS,,Burger's Valley Airport,Salina,US,38.92219924926758,-97.70860290527344,small_airport
58KY,,Willow Island Airpark,Finchville,US,38.12089920043945,-85.33190155029297,small_airport
58LA,,Sydal Acres Airport,Jackson,US,30.921885,-91.169186,small_airport
58MA,,Boston Scientific Marlboro Heliport,Marlboro,US,42.361698150634766,-71.50890350341797,heliport
58MI,,ProMedica Monroe Regional Hospital Heliport,Monroe,US,41.923879,-83.388818,heliport
58MN,,Northwest Angle Airport,Warroad,US,49.349954,-95.077057,small_airport
58MO,,Mercy Hospital Jefferson Heliport,Festus,US,38.196278,-90.392397,heliport
58MT,,Galt Ranch Airport,White Sulphur Springs,US,46.544277,-111.069988,small_airport
58MU,,ArkMo Airport,Jane,US,36.500596,-94.290808,small_airport
58N,,Reigle Field,Palmyra,US,40.287601,-76.577499,small_airport
58NC,,Fox Haven Plantation Airport,Rutherfordton,US,35.348434,-82.052915,small_airport
58NE,,Nebraska Methodist Hospital Heliport,Omaha,US,41.25920104980469,-96.04080200195312,heliport
58NJ,,Harrah's Landing Seaplane Base,Atlantic City,US,39.386199951171875,-74.4260025024414,seaplane_base
58NR,,Chase Field,Hookerton,US,35.42527,-77.597401,small_airport
58NY,,Freeport Heliport,Freeport,US,40.65060043334961,-73.56790161132812,heliport
58OH,,Rattlesnake Island Airport,Put In Bay,US,41.678585,-82.848759,small_airport
58OI,,Harrington Square Heliport,Middlefield,US,41.461700439453125,-81.08540344238281,heliport
58OK,,Jane Phillips Heliport,Bartlesville,US,36.7333984375,-95.91690063476562,heliport
58OR,,Umpqua Airport,Roseburg,US,43.30970001220703,-123.12699890136719,small_airport
58PN,,J Walker Landing,Muncy,US,41.266667,-76.810125,heliport
58S,,Whitefish Airport,Whitefish,US,48.40800094604492,-114.30000305175781,small_airport
58SC,,Cherry Grove Airport,Green Sea,US,34.204861,-78.966944,small_airport
58TA,,Barton Creek Resort Heliport,Austin,US,30.292905,-97.859076,heliport
58TN,,STOL-It Farm Airport,Linden,US,35.544245,-87.744767,small_airport
58TS,,Bald Eagle Pad Heliport,Laguna Park,US,31.79789924621582,-97.37969970703125,heliport
58TT,,Bradley Oaks Ranch/Bradley K Heliport,Athens,US,32.007204,-95.793191,heliport
58TX,,Tailspin Estates Airport,Weatherford,US,32.65119934082031,-97.93360137939453,small_airport
58VA,,Walnut Hill Airport,Calverton,US,38.59510040283203,-77.64610290527344,small_airport
58WA,,Dye Seed Ranch Airport,Pomeroy,US,46.505548,-117.453338,small_airport
58WT,,Goshen Heliport,Bellingham,US,48.852178,-122.330275,heliport
58XS,,Mc Entire's Lazy V Ranch Airport,Sterling City,US,31.8306999207,-101.055999756,small_airport
59AK,,Penderosa Airport,Wasilla,US,61.63180161,-149.3410034,small_airport
59AR,,Hodges Airport,Jonesboro,US,35.882086,-90.612505,small_airport
59AS,,Becker Field,Battle Ground,US,45.850669,-122.544514,small_airport
59AZ,,Robin STOLport,Chino Valley,US,34.736225,-112.449708,small_airport
59B,,Newton Field,Jackman,US,45.632801,-70.248802,small_airport
59CN,,James Brothers Airport,Pleasant Grove,US,38.83489990234375,-121.52999877929688,small_airport
59DC,,Falcon Flight Station Heliport,Washington,US,38.917003,-76.955781,heliport
59FA,,Mango Lake Seaplane Base,Brandon,US,27.971406,-82.302583,seaplane_base
59FD,,Big Cypress Airfield,Immokalee,US,26.32615,-80.987919,small_airport
59FL,,Florida Power & Light-Juno Beach Heliport,Juno Beach,US,26.85953,-80.058042,heliport
59GA,,Northeast Georgia Medical Center Barrow Heliport,Winder,US,34.008202,-83.708434,heliport
59IA,,Bellevue Farms Airport,Williamsburg,US,41.622344,-92.062401,small_airport
59ID,,Palisades Field,Irwin,US,43.184833,-111.049361,balloonport
59II,,Posey Patch Ultralightport,Mount Vernon,US,37.9039,-87.790298,small_airport
59IL,,Ruder Airport,Maple Park,US,41.92580032348633,-88.64640045166016,small_airport
59IS,,HSHS Holy Family Hospital Heliport,Greenville,US,38.903334,-89.406725,heliport
59KY,,Samuels Springs Airport,Deatsville,US,37.89780044555664,-85.5551986694336,small_airport
59L,,Los Angeles City Hall East Heliport,Los Angeles,US,34.053095,-118.241912,heliport
59LA,,Transco Delcambre Heliport,Delcambre,US,29.950199127197266,-91.98259735107422,heliport
59M,,Torchport Airport,Eastport,US,45.055801,-85.355904,small_airport
59MI,,Janski Heliport,Marine City,US,42.690411,-82.561502,heliport
59MN,,Cox-Coyour Memorial Field,Roosevelt,US,48.599189,-95.186463,small_airport
59MO,,Hermann Area Hospital Heliport,Hermann,US,38.69279861450195,-91.45130157470703,heliport
59NC,,Mclean Brothers Airport,Gibsonville,US,36.0974006652832,-79.5552978515625,small_airport
59NH,,Crawford Heliport,Windham,US,42.787842,-71.30922,heliport
59NJ,,Due Process Stables Heliport,Colts Neck,US,40.30459976196289,-74.10790252685547,heliport
59NY,,Bent-Wing Airport,Lockport,US,43.230821,-78.686485,small_airport
59OH,,Kelch Airport,Bethel,US,38.97529983520508,-84.0342025756836,small_airport
59OI,,Airwolf Heliport,Middlefield,US,41.450199127197266,-81.05079650878906,heliport
59OK,,Camp Gruber Heliport,Braggs,US,35.67495,-95.201342,heliport
59OR,,McNary Dam Heliport,Umatilla,US,45.926309,-119.294057,heliport
59PA,,Erkes Airport,Upper Black Eddy,US,40.537601,-75.087097,closed
59TA,,Kaneb Heliport,Sugar Land,US,29.61520004272461,-95.60440063476562,heliport
59TS,,Rossler Ranch Airport,George West,US,28.14310073852539,-98.1583023071289,small_airport
59TX,,Benjamin Franklin Airport,Godley,US,32.487442,-97.490208,small_airport
59VA,,Humphrey's Heliport,Norton,US,36.94200134277344,-82.643798828125,heliport
59WA,,Sorrell Airport,Tenino,US,46.85011,-122.936261,small_airport
59WI,,Little Wheel Field,Cottage Grove,US,43.03390121459961,-89.19259643554688,small_airport
59XA,,Texas Farms and Ranches Heliport,Longview,US,32.568362,-94.732881,heliport
59XS,,Baylor Scott & White Medical Center Temple Heliport,Temple,US,31.076709,-97.364813,heliport
5A2,,Warner Robins Air Park,Warner Robins,US,32.55929946899414,-83.67489624023438,small_airport
5A5,,Silver Wings Field,Eureka Springs,US,36.430084,-93.69558,small_airport
5A8,WKK,Aleknagik / New Airport,Aleknagik,US,59.2826004028,-158.617996216,medium_airport
